State,Year,Topic
HI,2019,Financing Energy Efficiency and Renewable Energy
HI,2019,Energy Security and Critical Infrastructure
HI,2019,Energy Security and Critical Infrastructure
HI,2019,Renewable Energy
HI,2018,Climate Change
HI,2018,Financing Energy Efficiency and Renewable Energy
HI,2018,Financing Energy Efficiency and Renewable Energy
HI,2018,Energy Efficiency
HI,2018,Energy Efficiency
HI,2018,Climate Change
HI,2018,Renewable Energy
HI,2018,Financing Energy Efficiency and Renewable Energy
HI,2018,Energy Efficiency
HI,2018,Climate Change
HI,2018,Financing Energy Efficiency and Renewable Energy
HI,2018,Climate Change
HI,2018,Financing Energy Efficiency and Renewable Energy
HI,2018,Energy Security and Critical Infrastructure
HI,2018,Climate Change
HI,2018,Renewable Energy
HI,2018,Renewable Energy
HI,2018,Renewable Energy
HI,2017,Climate Change
HI,2017,Energy Efficiency
HI,2017,Energy Efficiency
HI,2017,Climate Change
HI,2017,Renewable Energy
HI,2017,Financing Energy Efficiency and Renewable Energy
HI,2017,Climate Change
HI,2016,Financing Energy Efficiency and Renewable Energy
HI,2016,Climate Change
HI,2016,Energy Efficiency
HI,2016,Electric Grid and Transmission
HI,2016,Renewable Energy
HI,2016,Transportation
HI,2016,Energy Security and Critical Infrastructure
HI,2016,Energy Security and Critical Infrastructure
HI,2016,Electric Grid and Transmission
HI,2016,Energy Efficiency
HI,2016,Renewable Energy
HI,2016,Energy Security and Critical Infrastructure
HI,2016,Energy Security and Critical Infrastructure
HI,2016,Renewable Energy
HI,2016,Transportation
HI,2016,Climate Change
HI,2016,Energy Efficiency
HI,2016,Energy Security and Critical Infrastructure
HI,2016,Energy Security and Critical Infrastructure
HI,2016,Renewable Energy
HI,2016,Energy Security and Critical Infrastructure
HI,2016,Utility Regulation
HI,2016,Renewable Energy
HI,2016,Energy Efficiency
HI,2016,Financing Energy Efficiency and Renewable Energy
HI,2016,Energy Security and Critical Infrastructure
HI,2016,Energy Efficiency
HI,2015,Financing Energy Efficiency and Renewable Energy
HI,2015,Climate Change
HI,2015,Energy Efficiency
HI,2015,Electric Grid and Transmission
HI,2015,Renewable Energy
HI,2015,Transportation
HI,2015,Energy Security and Critical Infrastructure
HI,2015,Electric Grid and Transmission
HI,2015,Energy Efficiency
HI,2015,Energy Security and Critical Infrastructure
HI,2015,Energy Security and Critical Infrastructure
HI,2015,Renewable Energy
HI,2015,Transportation
HI,2015,Climate Change
HI,2015,Energy Efficiency
HI,2015,Energy Security and Critical Infrastructure
HI,2014,Renewable Energy
HI,2014,Energy Security and Critical Infrastructure
HI,2014,Energy Security and Critical Infrastructure
HI,2014,Energy Security and Critical Infrastructure
HI,2014,Energy Security and Critical Infrastructure
HI,2014,Renewable Energy
HI,2014,Energy Efficiency
HI,2014,Renewable Energy
HI,2014,Green Jobs
HI,2014,Green Jobs
HI,2014,Renewable Energy
HI,2014,Energy Efficiency
HI,2014,Climate Change
HI,2014,Financing Energy Efficiency and Renewable Energy
HI,2014,Electric Grid and Transmission
HI,2014,Energy Efficiency
HI,2014,Energy Efficiency
HI,2014,Renewable Energy
HI,2014,Renewable Energy
HI,2014,Climate Change
HI,2014,Renewable Energy
HI,2014,Utility Regulation
HI,2013,Renewable Energy
HI,2013,Energy Security and Critical Infrastructure
HI,2013,Energy Security and Critical Infrastructure
HI,2013,Energy Security and Critical Infrastructure
HI,2013,Renewable Energy
HI,2013,Financing Energy Efficiency and Renewable Energy
HI,2013,Renewable Energy
HI,2013,Renewable Energy
HI,2012,Renewable Energy
HI,2012,Transportation
HI,2012,Renewable Energy
HI,2012,Energy Security and Critical Infrastructure
HI,2012,Renewable Energy
HI,2012,Renewable Energy
HI,2012,Renewable Energy
HI,2012,Renewable Energy
HI,2012,Energy Efficiency
HI,2012,Energy Efficiency
HI,2012,Energy Efficiency
HI,2012,Renewable Energy
HI,2012,Renewable Energy
HI,2012,Renewable Energy
HI,2012,Climate Change
HI,2012,Transportation
HI,2012,Transportation
HI,2012,Renewable Energy
HI,2012,Energy Security and Critical Infrastructure
HI,2012,Energy Security and Critical Infrastructure
HI,2012,Renewable Energy
HI,2011,Renewable Energy
HI,2011,Transportation
HI,2011,Renewable Energy
HI,2011,Renewable Energy
HI,2011,Renewable Energy
HI,2011,Renewable Energy
HI,2011,Renewable Energy
HI,2011,Energy Efficiency
HI,2011,Energy Efficiency
HI,2010,Renewable Energy
HI,2010,Climate Change
HI,2010,Renewable Energy
HI,2010,Renewable Energy
HI,2010,Renewable Energy
HI,2010,Renewable Energy
HI,2010,Fossil Energy
HI,2010,Renewable Energy
HI,2010,Transportation
HI,2010,Renewable Energy
HI,2010,Renewable Energy
HI,2010,Energy Efficiency
HI,2010,Transportation
HI,2010,Transportation
HI,2010,Renewable Energy
HI,2010,Transportation
HI,2010,Renewable Energy
HI,2010,Energy Security and Critical Infrastructure
HI,2010,Renewable Energy
HI,2010,Energy Efficiency
HI,2010,Renewable Energy
HI,2009,Renewable Energy
HI,2009,Renewable Energy
HI,2009,Climate Change
HI,2009,Fossil Energy
HI,2009,Energy Efficiency
HI,2009,Renewable Energy
HI,2009,Renewable Energy
HI,2009,Renewable Energy
HI,2009,Fossil Energy
HI,2009,Renewable Energy
HI,2009,Renewable Energy
HI,2009,Transportation - Alt Fuel/Hybrid
HI,2009,Renewable Energy
HI,2009,Renewable Energy
HI,2009,Renewable Energy
HI,2009,Renewable Energy
HI,2009,Energy Efficiency
HI,2009,Renewable Energy
HI,2009,Energy Efficiency
HI,2008,Climate Change
HI,2008,Renewable Energy - Solar
HI,2008,Renewable Energy - Solar
HI,2008,Energy Efficiency
HI,2008,Transportation
HI,2008,Renewable Energy
HI,2008,Renewable Energy - Solar
HI,2008,Energy Efficiency
HI,2008,Renewable Energy
HI,2008,Energy Efficiency
HI,2008,Transportation - Alt Fuel/Hybrid
HI,2008,Renewable Energy
HI,2008,Renewable Energy
HI,2008,Transportation - Alt Fuel/Hybrid
HI,2008,Renewable Energy - Solar
HI,2008,Renewable Energy
HI,2008,Energy Efficiency
HI,2008,Transportation - Alt Fuel/Hybrid
HI,2008,Renewable Energy - Solar
ID,2022,Energy Efficiency
ID,2022,Financing Energy Efficiency and Renewable Energy
ID,2021,Financing Energy Efficiency and Renewable Energy
ID,2019,Fossil Energy
ID,2019,Renewable Energy
ID,2019,Financing Energy Efficiency and Renewable Energy
ID,2018,Fossil Energy
ID,2018,Renewable Energy
ID,2018,Energy Efficiency
ID,2018,Nuclear Energy Facilities
ID,2018,Nuclear Energy Facilities
ID,2017,Transportation
ID,2016,Energy Security and Critical Infrastructure
ID,2016,Energy Security and Critical Infrastructure
ID,2016,Renewable Energy
ID,2015,Transportation
ID,2015,Fossil Energy
ID,2015,Energy Efficiency
ID,2015,Transportation
ID,2015,Transportation
ID,2015,Fossil Energy
ID,2015,Transportation
ID,2015,Energy Efficiency
ID,2014,Fossil Energy
ID,2014,Fossil Energy
ID,2014,Energy Efficiency
ID,2014,Nuclear / Radioactive Waste
ID,2013,Fossil Energy
ID,2012,Fossil Energy
ID,2012,Energy Security and Critical Infrastructure
ID,2012,Fossil Energy
ID,2012,Fossil Energy
ID,2012,Energy Efficiency
ID,2012,Fossil Energy
ID,2010,Transportation
ID,2010,Energy Efficiency
ID,2009,Transportation - Alt Fuel/Hybrid
ID,2009,Transportation
ID,2009,Fossil Energy
ID,2009,Transportation
ID,2009,Transportation - Alt Fuel/Hybrid
ID,2009,Transportation - Alt Fuel/Hybrid
ID,2009,Transportation
ID,2009,Renewable Energy
ID,2008,Transportation
ID,2008,Renewable Energy
ID,2008,Renewable Energy
IL,2022,Fossil Energy - Coal
IL,2022,Financing Energy Efficiency and Renewable Energy
IL,2022,Energy Efficiency - Building Codes and Standards
IL,2022,Climate Change
IL,2022,Renewable Energy
IL,2022,Energy Efficiency
IL,2022,Transportation - Alt Fuel/Hybrid
IL,2022,Utility Regulation
IL,2022,Transportation
IL,2022,Nuclear Energy Facilities
IL,2022,Energy Efficiency - Building Codes and Standards
IL,2022,Green Jobs
IL,2022,Climate Change
IL,2022,Energy Efficiency - Building Codes and Standards
IL,2022,Financing Energy Efficiency and Renewable Energy
IL,2022,Energy Efficiency
IL,2022,Energy Security and Critical Infrastructure
IL,2022,Renewable Energy
IL,2022,Climate Change - Emissions Reduction
IL,2022,Climate Change - Emissions Reduction
IL,2022,Energy Efficiency
IL,2022,Climate Change - Emissions Reduction
IL,2022,Energy Security and Critical Infrastructure
IL,2022,Fossil Energy
IL,2022,Fossil Energy - Coal
IL,2022,Fossil Energy
IL,2022,Energy Security and Critical Infrastructure
IL,2022,Climate Change
IL,2022,Fossil Energy
IL,2021,Fossil Energy - Coal
IL,2021,Financing Energy Efficiency and Renewable Energy
IL,2021,Energy Efficiency - Building Codes and Standards
IL,2021,Climate Change
IL,2021,Renewable Energy
IL,2021,Energy Efficiency
IL,2021,Transportation - Alt Fuel/Hybrid
IL,2021,Utility Regulation
IL,2021,Transportation
IL,2021,Nuclear Energy Facilities
IL,2021,Energy Efficiency - Building Codes and Standards
IL,2021,Green Jobs
IL,2021,Climate Change
IL,2021,Energy Efficiency - Building Codes and Standards
IL,2021,Financing Energy Efficiency and Renewable Energy
IL,2021,Energy Efficiency
IL,2021,Energy Security and Critical Infrastructure
IL,2021,Climate Change - Emissions Reduction
IL,2021,Climate Change - Emissions Reduction
IL,2021,Energy Efficiency
IL,2021,Climate Change - Emissions Reduction
IL,2021,Energy Security and Critical Infrastructure
IL,2021,Fossil Energy
IL,2021,Fossil Energy - Coal
IL,2021,Fossil Energy
IL,2021,Energy Security and Critical Infrastructure
IL,2021,Climate Change
IL,2021,Fossil Energy
IL,2020,Fossil Energy
IL,2020,Energy Security and Critical Infrastructure
IL,2020,Renewable Energy
IL,2020,Transportation
IL,2020,Climate Change
IL,2020,Fossil Energy
IL,2020,Nuclear / Radioactive Waste
IL,2020,Renewable Energy
IL,2020,Renewable Energy
IL,2020,Energy Security and Critical Infrastructure
IL,2020,Transportation
IL,2020,Fossil Energy
IL,2020,
IL,2020,Energy Efficiency
IL,2020,Nuclear Energy Facilities
IL,2020,Renewable Energy
IL,2020,Transportation
IL,2020,Renewable Energy
IL,2020,Energy Efficiency
IL,2019,Fossil Energy
IL,2019,Energy Security and Critical Infrastructure
IL,2019,Renewable Energy
IL,2019,Transportation
IL,2019,Fossil Energy
IL,2019,Nuclear / Radioactive Waste
IL,2019,Renewable Energy
IL,2019,Renewable Energy
IL,2019,Transportation
IL,2019,Fossil Energy
IL,2019,Energy Efficiency
IL,2019,Nuclear Energy Facilities
IL,2019,Renewable Energy
IL,2019,Transportation
IL,2019,Renewable Energy
IL,2019,Energy Efficiency
IL,2018,Nuclear / Radioactive Waste
IL,2018,Financing Energy Efficiency and Renewable Energy
IL,2018,Transportation
IL,2018,Fossil Energy
IL,2018,Climate Change
IL,2018,Renewable Energy
IL,2018,Energy Efficiency
IL,2018,Nuclear / Radioactive Waste
IL,2018,Green Jobs
IL,2018,Climate Change
IL,2018,Energy Efficiency
IL,2018,Transportation
IL,2018,Transportation
IL,2018,Renewable Energy
IL,2018,Energy Efficiency
IL,2018,Transportation
IL,2018,Energy Efficiency
IL,2018,Financing Energy Efficiency and Renewable Energy
IL,2018,Nuclear / Radioactive Waste
IL,2018,Transportation
IL,2018,Energy Efficiency
IL,2018,Nuclear / Radioactive Waste
IL,2018,Utility Regulation
IL,2018,Renewable Energy
IL,2018,Fossil Energy
IL,2018,Fossil Energy
IL,2018,Fossil Energy
IL,2018,Fossil Energy
IL,2018,Fossil Energy - Natural Gas
IL,2017,Nuclear / Radioactive Waste
IL,2017,Transportation
IL,2017,Fossil Energy
IL,2017,Energy Efficiency
IL,2017,Climate Change
IL,2017,Energy Efficiency
IL,2017,Transportation
IL,2017,Transportation
IL,2017,Transportation
IL,2017,Energy Efficiency
IL,2017,Nuclear / Radioactive Waste
IL,2017,Fossil Energy
IL,2016,Transportation
IL,2016,Nuclear / Radioactive Waste
IL,2016,Fossil Energy
IL,2016,Renewable Energy
IL,2016,
IL,2016,Electric Grid and Transmission
IL,2016,Fossil Energy
IL,2016,
IL,2016,Electric Grid and Transmission
IL,2016,Fossil Energy
IL,2016,
IL,2016,Climate Change
IL,2016,Nuclear / Radioactive Waste
IL,2016,Renewable Energy
IL,2016,Renewable Energy
IL,2016,Renewable Energy
IL,2016,Climate Change
IL,2016,Renewable Energy
IL,2016,Renewable Energy
IL,2016,Transportation
IL,2016,Energy Efficiency
IL,2016,Fossil Energy
IL,2016,Energy Efficiency
IL,2016,Renewable Energy
IL,2016,Energy Efficiency
IL,2016,Transportation
IL,2015,Transportation
IL,2015,Renewable Energy
IL,2015,Fossil Energy
IL,2015,Renewable Energy
IL,2015,
IL,2015,Electric Grid and Transmission
IL,2015,Fossil Energy
IL,2015,
IL,2015,Electric Grid and Transmission
IL,2015,Fossil Energy
IL,2015,
IL,2015,Climate Change
IL,2015,Utility Regulation
IL,2015,Climate Change
IL,2015,Renewable Energy
IL,2015,Renewable Energy
IL,2015,Transportation
IL,2015,Energy Efficiency
IL,2015,Fossil Energy
IL,2014,Energy Efficiency
IL,2014,Energy Security and Critical Infrastructure
IL,2014,Renewable Energy
IL,2014,Fossil Energy
IL,2014,Energy Efficiency
IL,2014,Energy Efficiency
IL,2014,
IL,2014,Renewable Energy
IL,2014,Energy Security and Critical Infrastructure
IL,2014,Energy Efficiency
IL,2014,Energy Efficiency
IL,2014,Energy Efficiency
IL,2014,Energy Efficiency
IL,2014,Fossil Energy
IL,2014,Fossil Energy
IL,2014,Transportation
IL,2014,
IL,2014,Energy Security and Critical Infrastructure
IL,2014,Energy Security and Critical Infrastructure
IL,2014,Transportation
IL,2014,Energy Efficiency
IL,2014,Energy Efficiency
IL,2014,Renewable Energy
IL,2014,Energy Efficiency
IL,2014,Fossil Energy
IL,2014,Fossil Energy
IL,2014,
IL,2014,
IL,2014,Transportation
IL,2014,Energy Security and Critical Infrastructure
IL,2014,Transportation
IL,2014,Climate Change
IL,2014,Energy Efficiency
IL,2014,Energy Security and Critical Infrastructure
IL,2014,Transportation
IL,2014,Nuclear / Radioactive Waste
IL,2014,Renewable Energy
IL,2014,Energy Efficiency
IL,2014,
IL,2014,
IL,2013,Energy Efficiency
IL,2013,Energy Security and Critical Infrastructure
IL,2013,Renewable Energy
IL,2013,Fossil Energy
IL,2013,
IL,2013,Renewable Energy
IL,2013,Energy Security and Critical Infrastructure
IL,2013,Energy Efficiency
IL,2013,Energy Efficiency
IL,2013,Fossil Energy
IL,2013,Fossil Energy
IL,2013,Transportation
IL,2013,
IL,2013,Energy Security and Critical Infrastructure
IL,2013,Energy Security and Critical Infrastructure
IL,2013,Energy Efficiency
IL,2013,Energy Efficiency
IL,2013,Fossil Energy
IL,2013,Transportation
IL,2013,Energy Security and Critical Infrastructure
IL,2013,Energy Efficiency
IL,2012,Energy Efficiency
IL,2012,Green Jobs
IL,2012,Renewable Energy
IL,2012,Renewable Energy
IL,2012,Financing Energy Efficiency and Renewable Energy
IL,2012,Renewable Energy
IL,2012,Fossil Energy
IL,2012,Renewable Energy
IL,2012,Energy Efficiency
IL,2012,Fossil Energy
IL,2012,Energy Security and Critical Infrastructure
IL,2012,Climate Change
IL,2012,Energy Security and Critical Infrastructure
IL,2012,Climate Change
IL,2012,Financing Energy Efficiency and Renewable Energy
IL,2012,Fossil Energy
IL,2012,Climate Change
IL,2012,Transportation
IL,2012,Transportation
IL,2012,Energy Security and Critical Infrastructure
IL,2012,Energy Efficiency
IL,2012,Energy Efficiency
IL,2012,Energy Efficiency
IL,2012,Climate Change
IL,2012,Financing Energy Efficiency and Renewable Energy
IL,2012,Transportation
IL,2012,Energy Efficiency
IL,2011,Energy Efficiency
IL,2011,Green Jobs
IL,2011,Renewable Energy
IL,2011,Financing Energy Efficiency and Renewable Energy
IL,2011,Renewable Energy
IL,2011,Fossil Energy
IL,2011,Renewable Energy
IL,2011,Energy Efficiency
IL,2011,Fossil Energy
IL,2011,Climate Change
IL,2011,Climate Change
IL,2011,Financing Energy Efficiency and Renewable Energy
IL,2011,Fossil Energy
IL,2011,Transportation
IL,2011,Transportation
IL,2010,Fossil Energy
IL,2010,Fossil Energy
IL,2010,Transportation
IL,2010,Fossil Energy
IL,2010,Energy Efficiency
IL,2010,Energy Efficiency
IL,2010,Transportation
IL,2010,Renewable Energy
IL,2010,Transportation
IL,2010,Energy Efficiency
IL,2010,Renewable Energy
IL,2010,Fossil Energy
IL,2010,Energy Efficiency
IL,2010,Renewable Energy
IL,2010,Renewable Energy
IL,2010,Renewable Energy
IL,2010,Transportation
IL,2010,Fossil Energy
IL,2010,Energy Efficiency
IL,2010,Energy Efficiency
IL,2010,Energy Efficiency
IL,2010,Transportation
IL,2010,Transportation
IL,2010,Transportation
IL,2010,Energy Efficiency
IL,2010,Renewable Energy
IL,2010,Transportation
IL,2010,Renewable Energy
IL,2010,Climate Change
IL,2010,Transportation
IL,2010,Renewable Energy
IL,2010,Renewable Energy
IL,2009,Fossil Energy - Coal
IL,2009,Transportation
IL,2009,Fossil Energy
IL,2009,Transportation - Alt Fuel/Hybrid
IL,2009,Fossil Energy
IL,2009,Transportation - Alt Fuel/Hybrid
IL,2009,Energy Efficiency
IL,2009,Energy Efficiency
IL,2009,Fossil Energy
IL,2009,Transportation - Alt Fuel/Hybrid
IL,2009,Renewable Energy
IL,2009,Energy Efficiency
IL,2009,Transportation
IL,2009,Energy Efficiency
IL,2009,Renewable Energy
IL,2009,Fossil Energy
IL,2009,Transportation - Alt Fuel/Hybrid
IL,2009,Fossil Energy - Coal
IL,2009,Fossil Energy - Coal
IL,2009,Energy Efficiency
IL,2009,Renewable Energy
IL,2009,Energy Efficiency
IL,2009,Nuclear Energy Facilities
IL,2009,Renewable Energy
IL,2009,Fossil Energy
IL,2009,Transportation - Alt Fuel/Hybrid
IL,2009,Transportation
IL,2009,Climate Change
IL,2009,Renewable Energy
IL,2009,Transportation - Alt Fuel/Hybrid
IL,2009,Renewable Energy
IL,2008,Renewable Energy - Solar
IL,2008,Renewable Energy - Solar
IL,2008,Renewable Energy
IL,2008,Fossil Energy - Coal
IL,2008,Nuclear Energy Facilities
IN,2022,Renewable Energy
IN,2022,Fossil Energy
IN,2022,Fossil Energy - Coal
IN,2022,Energy Security and Critical Infrastructure
IN,2022,Nuclear / Radioactive Waste
IN,2022,
IN,2022,Fossil Energy - Coal
IN,2022,Renewable Energy
IN,2022,Renewable Energy
IN,2022,Energy Security and Critical Infrastructure
IN,2022,Green Jobs
IN,2022,Energy Efficiency
IN,2022,Renewable Energy
IN,2022,Climate Change - Carbon Capture and Sequestration
IN,2022,Electric Grid and Transmission
IN,2022,Transportation
IN,2022,Renewable Energy
IN,2022,Renewable Energy
IN,2022,Energy Security and Critical Infrastructure
IN,2021,Fossil Energy
IN,2021,
IN,2021,Fossil Energy - Coal
IN,2021,Energy Security and Critical Infrastructure
IN,2021,Green Jobs
IN,2021,Energy Efficiency
IN,2021,Electric Grid and Transmission
IN,2021,Renewable Energy
IN,2021,Renewable Energy
IN,2021,Energy Security and Critical Infrastructure
IN,2020,Financing Energy Efficiency and Renewable Energy
IN,2020,Electric Grid and Transmission
IN,2020,Energy Security and Critical Infrastructure
IN,2020,Fossil Energy
IN,2019,Fossil Energy
IN,2019,Climate Change
IN,2019,Energy Security and Critical Infrastructure
IN,2019,Energy Security and Critical Infrastructure
IN,2019,Electric Grid and Transmission
IN,2018,Fossil Energy
IN,2017,Utility Regulation
IN,2017,Electric Grid and Transmission
IN,2017,Energy Security and Critical Infrastructure
IN,2017,Transportation
IN,2016,Fossil Energy
IN,2016,Transportation
IN,2016,Transportation
IN,2015,Renewable Energy
IN,2015,Energy Efficiency
IN,2015,
IN,2014,Energy Efficiency
IN,2014,Fossil Energy
IN,2014,Fossil Energy
IN,2014,Energy Efficiency
IN,2014,Transportation
IN,2014,Nuclear / Radioactive Waste
IN,2014,Climate Change
IN,2014,Energy Security and Critical Infrastructure
IN,2014,
IN,2014,Transportation
IN,2014,Transportation
IN,2014,Renewable Energy
IN,2014,
IN,2014,Energy Efficiency
IN,2014,Transportation
IN,2014,Renewable Energy
IN,2013,Energy Security and Critical Infrastructure
IN,2013,Nuclear / Radioactive Waste
IN,2013,Transportation
IN,2013,Energy Security and Critical Infrastructure
IN,2013,Energy Efficiency
IN,2013,Energy Security and Critical Infrastructure
IN,2013,Transportation
IN,2012,Financing Energy Efficiency and Renewable Energy
IN,2012,Fossil Energy
IN,2011,Fossil Energy
IN,2011,Fossil Energy
IN,2011,Energy Efficiency
IN,2011,Renewable Energy
IN,2011,Fossil Energy
IN,2010,Nuclear / Radioactive Waste
IN,2010,Transportation
IN,2010,Fossil Energy
IN,2009,Fossil Energy
IN,2009,Renewable Energy
IN,2009,Transportation - Alt Fuel/Hybrid
IN,2009,Transportation - Alt Fuel/Hybrid
IN,2009,Transportation - Alt Fuel/Hybrid
IN,2009,Renewable Energy
IN,2008,Fossil Energy - Coal
IA,2022,Transportation
IA,2022,Renewable Energy
IA,2022,Transportation
IA,2022,Fossil Energy
IA,2021,Transportation
IA,2021,Renewable Energy
IA,2021,Transportation
IA,2021,Fossil Energy
IA,2020,Electric Grid and Transmission
IA,2020,Transportation
IA,2020,Renewable Energy
IA,2020,Fossil Energy
IA,2019,Transportation
IA,2019,Renewable Energy
IA,2018,Energy Efficiency
IA,2018,Fossil Energy
IA,2018,Energy Security and Critical Infrastructure
IA,2018,Fossil Energy
IA,2018,Energy Security and Critical Infrastructure
IA,2018,Transportation
IA,2018,Energy Efficiency
IA,2018,Renewable Energy
IA,2017,Energy Efficiency
IA,2017,Fossil Energy
IA,2017,Energy Security and Critical Infrastructure
IA,2017,Fossil Energy
IA,2016,
IA,2016,Climate Change
IA,2016,Renewable Energy
IA,2016,Energy Security and Critical Infrastructure
IA,2016,Renewable Energy
IA,2016,Renewable Energy
IA,2016,Renewable Energy
IA,2015,
IA,2015,Climate Change
IA,2015,Renewable Energy
IA,2014,Energy Security and Critical Infrastructure
IA,2014,Transportation
IA,2014,Transportation
IA,2014,Renewable Energy
IA,2014,Energy Security and Critical Infrastructure
IA,2014,Climate Change
IA,2014,
IA,2014,Transportation
IA,2014,Energy Efficiency
IA,2014,Transportation
IA,2014,Energy Efficiency
IA,2014,Renewable Energy
IA,2014,Fossil Energy
IA,2014,Renewable Energy
IA,2014,Renewable Energy
IA,2013,Energy Security and Critical Infrastructure
IA,2013,Transportation
IA,2013,Transportation
IA,2013,Renewable Energy
IA,2013,Energy Security and Critical Infrastructure
IA,2012,Transportation
IA,2012,Financing Energy Efficiency and Renewable Energy
IA,2012,Energy Security and Critical Infrastructure
IA,2012,Transportation
IA,2012,Energy Efficiency
IA,2012,Transportation
IA,2011,Transportation
IA,2011,Financing Energy Efficiency and Renewable Energy
IA,2010,Nuclear / Radioactive Waste
IA,2010,Transportation
IA,2010,Energy Efficiency
IA,2010,Renewable Energy
IA,2010,Renewable Energy
IA,2010,Renewable Energy
IA,2010,Nuclear / Radioactive Waste
IA,2010,Climate Change
IA,2009,Nuclear Energy Facilities
IA,2009,Climate Change
IA,2009,Transportation
IA,2009,Energy Efficiency
IA,2009,Renewable Energy
IA,2009,Energy Efficiency
IA,2009,Renewable Energy
IA,2009,Renewable Energy
IA,2008,Energy Efficiency
IA,2008,Energy Efficiency
IA,2008,Nuclear Energy Facilities
KS,2022,Fossil Energy
KS,2022,Fossil Energy - Natural Gas
KS,2022,Energy Security and Critical Infrastructure
KS,2022,Energy Security and Critical Infrastructure
KS,2022,Fossil Energy
KS,2022,Fossil Energy
KS,2022,Transportation
KS,2022,Electric Grid and Transmission
KS,2022,Fossil Energy
KS,2022,Electric Grid and Transmission
KS,2022,Energy Security and Critical Infrastructure
KS,2022,Renewable Energy
KS,2021,Fossil Energy
KS,2021,Fossil Energy - Natural Gas
KS,2021,Energy Security and Critical Infrastructure
KS,2021,Energy Security and Critical Infrastructure
KS,2021,Fossil Energy
KS,2021,Fossil Energy
KS,2021,Transportation
KS,2021,Electric Grid and Transmission
KS,2021,Electric Grid and Transmission
KS,2021,Energy Security and Critical Infrastructure
KS,2021,Renewable Energy
KS,2020,Fossil Energy
KS,2020,Fossil Energy
KS,2020,Transportation
KS,2020,Transportation
KS,2019,Fossil Energy
KS,2019,Fossil Energy
KS,2019,Transportation
KS,2018,Energy Security and Critical Infrastructure
KS,2018,Utility Regulation
KS,2018,Energy Efficiency
KS,2018,Nuclear Energy Facilities
KS,2016,Transportation
KS,2016,Renewable Energy
KS,2016,Transportation
KS,2016,Energy Security and Critical Infrastructure
KS,2016,Nuclear / Radioactive Waste
KS,2016,Climate Change
KS,2016,Transportation
KS,2016,Renewable Energy
KS,2016,Fossil Energy
KS,2016,Climate Change
KS,2016,Energy Security and Critical Infrastructure
KS,2015,Transportation
KS,2015,Renewable Energy
KS,2015,Energy Security and Critical Infrastructure
KS,2015,Nuclear / Radioactive Waste
KS,2015,Transportation
KS,2015,Renewable Energy
KS,2015,Fossil Energy
KS,2015,Climate Change
KS,2015,Energy Security and Critical Infrastructure
KS,2014,Fossil Energy
KS,2014,Fossil Energy
KS,2014,Transportation
KS,2014,Electric Grid and Transmission
KS,2014,Energy Security and Critical Infrastructure
KS,2014,Fossil Energy
KS,2014,Transportation
KS,2014,Electric Grid and Transmission
KS,2014,Electric Grid and Transmission
KS,2014,
KS,2014,
KS,2014,Climate Change
KS,2013,Fossil Energy
KS,2013,Transportation
KS,2013,Energy Security and Critical Infrastructure
KS,2013,Fossil Energy
KS,2012,
KS,2012,Renewable Energy
KS,2012,Energy Security and Critical Infrastructure
KS,2012,Fossil Energy
KS,2012,Transportation
KS,2012,Fossil Energy
KS,2012,Fossil Energy
KS,2011,
KS,2011,Renewable Energy
KS,2010,Fossil Energy
KS,2010,Renewable Energy
KS,2010,Fossil Energy
KS,2010,
KS,2010,Renewable Energy
KS,2010,Climate Change
KS,2009,Fossil Energy
KS,2009,Renewable Energy
KS,2009,Fossil Energy
KS,2009,Renewable Energy
KS,2008,Transportation
KS,2008,Nuclear Energy Facilities
KS,2008,Nuclear Energy Facilities
KY,2022,Energy Efficiency
KY,2022,Electric Grid and Transmission
KY,2021,Energy Security and Critical Infrastructure
KY,2021,Energy Security and Critical Infrastructure
KY,2021,Energy Efficiency - Building Codes and Standards
KY,2021,Fossil Energy
KY,2021,Energy Security and Critical Infrastructure
KY,2020,Energy Security and Critical Infrastructure
KY,2020,Energy Security and Critical Infrastructure
KY,2020,Fossil Energy
KY,2020,Fossil Energy
KY,2019,Electric Grid and Transmission
KY,2019,Energy Security and Critical Infrastructure
KY,2019,Energy Efficiency
KY,2019,Fossil Energy
KY,2019,Fossil Energy
KY,2019,Energy Security and Critical Infrastructure
KY,2018,Fossil Energy
KY,2018,Climate Change
KY,2018,Fossil Energy
KY,2018,Energy Security and Critical Infrastructure
KY,2018,Fossil Energy
KY,2017,Nuclear / Radioactive Waste
KY,2017,Energy Efficiency
KY,2017,Renewable Energy
KY,2016,Fossil Energy
KY,2015,Energy Efficiency
KY,2015,Climate Change
KY,2015,Fossil Energy
KY,2014,Energy Efficiency
KY,2014,Energy Efficiency
KY,2014,Energy Efficiency
KY,2014,Utility Regulation
KY,2014,Climate Change
KY,2013,Climate Change
KY,2013,Energy Security and Critical Infrastructure
KY,2013,Energy Security and Critical Infrastructure
KY,2013,Renewable Energy
KY,2012,Energy Security and Critical Infrastructure
KY,2012,Fossil Energy
KY,2012,Nuclear / Radioactive Waste
KY,2011,Climate Change
KY,2011,Climate Change
KY,2011,Fossil Energy
KY,2010,Energy Efficiency
KY,2010,Fossil Energy
KY,2010,Energy Efficiency
KY,2010,Transportation
KY,2010,Fossil Energy
KY,2009,Transportation - Alt Fuel/Hybrid
